Tweet,Info
"Víctor Claver, gustándose: El ala-pívot del Barça Lassa encuentra el camino libre hacia el aro y machaca plásticamente a una mano https://t.co/UCojKnj0qR",Felicidad
"¡TREMENDO! 🙌 La brutal exhibición de Koke en el rondo del entrenamiento. 💥⚽
#Atleti #UEL ➡️ https://t.co/QXtAAzb9Px https://t.co/971sGBX6GJ",Felicidad
Abrirán otra vez la taquilla para las entradas del Barça vs Chelsea?@FCBarcelona_es  😭,Tristeza
"@DiegoACarranza7 @laligaennumeros Ojalá hubiese venido al Barça, de los pocos jugadores del Madrid que me enamora verle jugar y no le puedo hatear... Pero Gomes es mejor...",Tristeza
"André Gomes no está dando el nivel pero los abucheos que recibió el otro día son una vergüenza. Se le puede achacar cualquier cosa pero no que no sea profesional y quiera lo mejor para el Barça. No como los que pitan. Ellos no me representan.

▶️ https://t.co/Z4oboyWW9T https://t.co/hlQqPENucU",Tristeza
@GolCaracol Quería ser el mejor te fuites del barca ahora tienes q esperar otra champions para ver si te las puedes ganar o si ganas el mundial y le veo difícil,Tristeza
"Hoy el #RCDE juega la SuperCopa Catalunya. Esta es la cuarta edición, la tercera que se juega, ya que la primera, el equipo catalán, el @FCBarcelona no quiso jugarla con el primer equipo y se suspendió. 
Hoy vuelven a ir con el filial, siguen ninguneando.
https://t.co/sksgpzkWQT",Tristeza
@Matias_12_3C El atleti no juega contra el PSG x q le elimina hasta el carabaka,Felicidad
@BenditalocuraAt @Atleti @fhervas13 EmocionES ¡¡ FRANCISCO¡¡🎂🎂🎂🎂🎂🎂🎂🎂🎂🎂,Felicidad
@Mariofelipe98 @juande_98 @juancarcalles Ojalá nenes ojalá toque el Barça si yo creo que voy a ir a al Bernabéu y to para rezarle a D7OS,Felicidad
@ESPNDatos @FCBarcelona En la historia del club y la liga....😊,Felicidad
@mamuelito198486 Ah y según vos ama al Madrid pero se va al Barça y al PSG antes. Muy lógico 😂,Felicidad
"@Los50Atleti Señores de @Wikipedia y de la #Rae si alguna vez deciden hacer un diccionario en el que se definan las palabras con una sola imagen, incluyan la foto de este señor en la de LEYENDA, ya que en la actualidad su uso esta desfigurado.
Grande Jorge Alberto de Mendon¢a
#atleti",Felicidad
"@SimonLoveRM @Mariofelipe98 @juancarcalles Jajajajaj puto Mario, pero Simón, la última vez que dijiste que nos meábamos al Barça nos clavaron un 0-3",Felicidad
"El inicio de una historia fuera de este mundo 👾

Hace 17 años Messi estrenaba los colores del Barcelona 

🔵🔴

https://t.co/EgIqiXPNj3 https://t.co/zL2YxmLEH8",Felicidad
@MisterSeitan A veces las cosas no se dan porque así es. Es posible que ni Gomes ni Suarez son para el Barca. Les queda muy grande la camiseta. Son para equipos de menos categoría donde existe menos presión para ellos como el Valencia y el Sevilla.,Tristeza
"En la semana de los ""Óscar de Messi"" por marcar un gol de falta con la barrera a 11.15 m, Cristiano ha marcado 3 goles en en 2 exhibiciones. La de Paris para la historia...

El solo lleva 2 goles más que todo el Barça en la UCL y ha intervenido en el 77% de los goles del RM.",Felicidad
"posible 11 del Barça hoy vs Espanyol 

me gusta mucho ,  Andre en su sitio natural y minutos para Denis Dembele y Paco para coger ritmo .

con ganas de verlo :) https://t.co/wo0kFMbTV6",Felicidad
@garcia_nick85 Haha el Barca la va a ganar obviamente ❤️ “Gana el que tiene a Messi”,Felicidad
"Hoy se cumplen 17 años del debut de Lionel #Messi con el equipo juvenil del @FCBarcelona.

Ahora es el máximo goleador en la historia del club. https://t.co/jHfEqmM5ok",Felicidad
@vrpcarrillo Jajaja pero contra su padre el Barça si no hace nada porque se caga al ver a Messi va jajajajaja,Felicidad
@Mariofelipe98 @juancarcalles JAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJAJA que no que no hacerme caso que yo al rival que más quiero follar ahora es al farça perdón Barça 😂,Felicidad
@bertopopc @Antonimd @palauresist @Jesus8233 Queda temporada todavía.. Si el Barça gana la liga quién se atreve a echarlo con un doblete.. Insisto el problema no está en el banquillo..sino en los que quieren salir en la foto cuando se gana..,Tristeza
@FCBarcelona fera desde pequeno😲😲,Felicidad
Hoy juega el barca so ese culito que le guste el fútbol también jaja https://t.co/Eo4j16FDa3,Felicidad
"@tore_rito @gaspi19761 @FCBarcelona_es @realmadrid @Simeone @Atleti @manuelbriasbarr @Pepepasques @vanpiuroboros Coño....pues yo con el chino,y el judío,pensaba que íbamos aspirar a fichajes medios buenos.",Tristeza
"El Madrid se siente invencible en su competición fetiche y el resto de equipos, salvo alguna excepción (Barça de Messi), también lo creen. Esa es su FORTALEZA, aparte de la calidad, que el resto de equipos, en mayor o menor medida, también la tienen.",Felicidad
Grande #Messi https://t.co/4eqfDOoKKX,Felicidad
@LuisOmarTapia El técnico de fútbol actual... no es una excusa es la realidad.. al Barca lo hacen jugar el jueves vuelo 4 horas y juega el domingo... no son robots son humanos,Tristeza
"El problema no es que se clasifiquen, el problema es que lo haga sin un brillo especial y al día siguiente los principales medios del país, los que marcan la opinión de la masa, le dediquen más elogios que al Barça en toda la temporada porque no juega “bien” (invicto en Liga).",Tristeza
Hoy se cumplen 17 años del debut de Lionel Messi en el Barcelona B. La historia aún no termina... 🇦🇷⚽🔝🇪🇸 #LionelMessi #FCBarcelona https://t.co/nQwgXtzEms,Felicidad
@eDu_Mister @RCCelta @Atleti jajaja dejemoslo  en un 1-1 jaajaja bueno old trafford es la leche eh 😅,Felicidad
Buah a mi me encantaría que el Barça fuera el rival que nos tocara para los cuartos la follada va a ser pequeña y si Juancar ya me puedes dar me gusta que te vas a enterar reza REZA para que no le toque el Barça al Madrid @juancarcalles,Felicidad
"Barça 4-0 Bayern
Barça 3-0 Bayern
Barça 5-0 Bayern.

Barça con messi lesionado y sin 5 titulares ,0-7.
ya veo jajajajajaja.
4+3+5= 12 -7 😂😂😂 https://t.co/dCbaLQQ6XR",Felicidad
"@sport No vale, no saben lo feliz que estuve cuando le sacaron la roja y además su equipo de fracasados quedó fuera. Que se quede en el psg, no merece el Barça.",Felicidad
"@ALEX15vs @FCBarcelona_es @FCBarcelona El va por todos los récords de su estilo de futbol en lo que juegue, no importa si es en, el campeonato del jardín de infantes, la rompe!, el patán haciendo historia.",Felicidad
"Han hecho un alunizaje en la tienda del @Atleti en el @Metropolitano y han robado entradas y otras cosas. Eso si, podéis estar tranquilos que la zona de las champions se ha quedado intacta 😂😂",Felicidad
Aquí celebrando mi cumple con uno del atleti. 😂😂✌ https://t.co/0Sx39lEmKU,Felicidad
Golaaaaazo. Que buena jugada.,Felicidad
@adieelc ese cb desde que estaba en el Barça no sirve,Tristeza
"⚽️🇪🇸| Barça

Se cumplen 17 años del debut del genio, del mejor jugador de la historia, con el infantil B del Barça. 
Lionel Messi. 
😎👑🇦🇷

#FCBlive #Barça #ForçaBarça #FCBarcelona #LaLiga #LeoMessi ⚽️🔴🔵

Vía 📎FCBarcelona_es

https://t.co/AN5kWUSRAU",Felicidad
@ALEX15vs @FCBarcelona_es @FCBarcelona La última moda en pijamas. 😂,Felicidad
OJITO al EJERCICIO de un niño de SEGUNDO de PRIMARIA. Que grande ese pequeño colchonero 🔝📝👦😂 #Atleti https://t.co/a6Wvg0Z5gh,Felicidad
"@RayasRB @FCBarcelona_es @realmadrid @Simeone @Atleti @manuelbriasbarr @Pepepasques @vanpiuroboros Solo ha conseguido 5 tristes copas desde que llegó, entre ellas una liga el año que el Madrid fichó a Bale y el Barsa a Neymar, gastándose el presupuesto del Atlético de Madrid de aquel mismo año.
Que cosas 😎👍🏻🔝🔝🔝🔝🔝 https://t.co/aggTuYuEgm",Felicidad
@realmadrid Celebren ahorita por q cuando los agarre el Barça no lo podrán hacer jajajajajajaja,Felicidad
"@2010MisterChip El fanatismo extremo no les permite disfrutar de lo bello del futbol. Soy del Madrid y apoyo a Cristiano y no dejo de dar gracias por la oportunidad de ver a Messi jugar. No soporto al Barca, pero Dios como juegan. Una bella época en el futbol sobre todo el Español",Felicidad
"Ay en serio todavía los ateos en acción y súper pro gays, que aburrimiento. Dejaré esta red social unos días, volveré cuando juegue el Barça",Tristeza
Hoy es un muy buen día para darse un paseíto con la camiseta del Barça por París!,Felicidad
"⚽️🇪🇸| Barça

El partido de 'Dinho' ese día, fue de los que hacen época. Repaso de él solito a todo el Real Madrid. Inolvidable. 
Ronaldinho. 
😁🤙🏼🇧🇷🎶

#FCBlive #Barça #ForçaBarça #FCBarcelona #LaLiga #ElClásico ⚽️🔴🔵

Vía 📎FCBarcelona_es 

https://t.co/bOfn5BSvIq",Felicidad
"Hoy es el cumpleaños de Francisco Hervás Tirado, jugador de voleibol que estuvo en el @Atleti en 1983-84, temporada en que nuestro club reactivó esa gloriosa sección. Retirado como jugador, fue seleccionador nacional. Emociones.
#HistoriaATM https://t.co/f3DyEqUCRW",Felicidad
"Mi estimado DON Tapia habla desde el corazon madridista mas no desde el analisis, no se puede hablar de millones gastado cuando los equipos que siempre rompe el mercado es el RM y barca.. esto nunca se lo escuche en la epoca GALACTICA $$$ ( 0 champion ) https://t.co/Bvka8GVxXd",Tristeza
"Alberto, casi 17 años, es del Atleti y me manda una foto poniendo hala madrid👏 @AlbertM294",Felicidad
@BD_ESPN Ese es un equipo mediocre que no es para #Champions que gane la #Liga y la #CopadeFrancia mas nada y que el árabe que siga gastando millones y millones de los verde 💵💲💲💲💰💰💰💰 que nada le sirve el único puede ser #Messi y ese no se vende 😀⚽🏆👍,Felicidad
"@BorregaF Lo que quiero decir es q esto va según la competición que dispute el Madrid , es más ese año el Barça ganó liga y champions y la copa rey fue más importante que lo q gano el Barcelona",Tristeza
"@manudelgado Y el nota ademas es del Barca, jajajaja",Felicidad
"@FranHerrera96 @titomartin67 @granky80 @chano_suarex Gente muy ingrata e injusta con el equipo! En deporte puede pasar d todo. El equipo q me apasiona es el q me llena de alegría como ante Valencia, pero tb el q me lo hace pasar mal como ayer. Claro que me gustarían títulos, pero si ese es el único objetivo, recomiendo RM o Barça!",Tristeza
"@PedroHernandz8 Si si pero no todos los partidos, ya verás la próxima vez que juguemos de local, lo de ayer es imperdonable, fallas eso contra Barca o City y estás fuera.",Tristeza
"@MadridistaDeBie Que morro tienen, si en los últimos años no falla que cada partido importante que no se le pone de cara al Barça, rival que se queda con 10",Tristeza
"Vitolo, 28 años, Con experiencia al máximo nivel tanto nacional como internacional no juega tanto en el Atleti. Todo normal, debe adaptarse al atleti.. Ceballos, 21 años, apenas una temporada al máximo nivel, no juega tanto en el Madrid. Zidane cabrón e injusto con el chaval...",Tristeza
"@fer18012009 @RCCelta @Atleti Lo siento, pero 3-0. Lo otro son campitos menores. 🤣",Felicidad
"@sebastiiaanalv @100mill_de_seg @Bre4KPointX13 @InvictosSomos Es fácil decir que sólo se concentran en champions. Eso antes lo que demuestra es incapacidad de tener seriedad ante las tres competiciones al tiempo. 
El Barça, el bayern piensan siempre en ganar las 3 cosas. Es filosofía de vida.",Tristeza
Hace 17 años el mejor jugador del mundo hace su debut con él Barca infantil. Grande Messi!!!,Felicidad
@profenfurecido9 @Berlustinho Ése es el problema. No todos se han formado en La Masia. Y aún así siguen criticando al Barça....,Tristeza
"¡EL INICIO DE UNA LEYENDA! 🔴🔵

¿Qué momento recuerdas de #Messi? 🤔🤔 https://t.co/KWmSRaqgl8",Felicidad
"@_Rubenigga @UnIndioAtletico Cómo en casa, en ningún sitio. Cada vez te echo más de menos. Hay muchos que ya están atiborrados de ""caviar"" y no se dan cuenta que ser del ATLETI, es no para de luchar y no bajar los brazos...",Tristeza
"@MarinaOrti 😂😂😂😂 lo del barça si fue la locura, o el robo del siglo????",Felicidad
"Es la misma historia de siempre. Esta eliminatoria la hace el Barça y hoy loa medios abrirían con la expulsión de Mbappe, el atraco de la ida, el gol de rebote de Busi y el ridículo del PSG. Como ha sido el Madrid, se habla de exhibición y grandeza, aunque no hayan existido.",Tristeza
"¡EL DÍA QUE EL FUTBOL CAMBIÓ! 😍😍😍😍

Hace 17 años #Messi hacía su debut con el infantil B del @FCBarcelona_es lo demás es ¡HISTORIA! 

¿Cuántos RTS 🔃 para el astro argentino? https://t.co/oKYdW5gsHT",Felicidad
"@ImanolStar95 @SaLviTa07 @Cohete_SUAREZ Aqui hay gente que raja del atleti, el problema es cuando se raja de mas, con chuleria y prepotencia y sin ser del equipo, ahi si se larga. Saludos. https://t.co/pzswQJlEx8",Tristeza
"@LuisOmarTapia Todavía duele que con el Barca haya hecho pedazos a tu Madrid, deberías meterte al link y leer bien la pregunta que le hicieron!!!Saludos",Felicidad
Hoy juega mi querido Barça y mi cuerpo y garganta lo saben💙❤ Vamoooos!!!,Felicidad
"@Corredera7 Juegues donde juegues, lo vas a hacer de lujo, el rayo del Atleti Féminas!",Felicidad
Ay Manolete... Alves se fue del Barça a la Juve y al año siguiente al PSG... https://t.co/peZiAF7Evp,Tristeza
"@DiogenesAcosta Te esta afectando ver a @jj_villeda todos los días , te estás enfermando ...vacúnate pero YA ! Desperta de ese sueño...Visca Barca",Tristeza
Que solo soy feliz con el atleti de madrid!!!,Felicidad
"Ese que se permite a hablarle con desdén a un aficionado de verdad, del equipo de su ciudad, que huele el césped de su estadio cada finde junto a su gente, porque ""su"" Madrid o ""su"" Barca ganan siempre.",Tristeza
"@mariaguilas Jaja ni yo, al revés yo apoyo al fútbol en general y al femenino en especial, yo he entendido sus quejas por el calendario que pone la liga, el lo suelta en plan, favorece a algunos y al Barça siempre es el desfavorecido. Un besito y ME DEBES UN TÉ jajaj 😜",Felicidad
No soy del Atleti pero me da pena lo que han echo a la tienda del Wanda. Un Atletista no diría lo mismo si fuera al revés la situación...,Tristeza
Con poco suerte tendremos tambièn previa de la super copa de Catalunya @alexdelmas10  ? :-) Gracias por tu trabajo crack.... #FCBLive  #ForçaBarça       El  escondite de Cristiano y otras claves de la victoria blanca en París  @lavanguardia https://t.co/jrqn5WCre8,Felicidad
"@kevincd90 Casi todo, pero igual pasó el domingo con el barça, tendemos a buscar la parte negativa en lugar de alabar lo positivo.",Tristeza
¿Equipo de fútbol favorito? — No me gusta el fútbol pero soy del barça😄 https://t.co/FgCmuo3Vks,Felicidad
@danisenabre @tjcope Como mola!!!!! Ya era hora !!! No sustituirás a #Minguella?? Jajajaj ... espero que estéis los dos!!!! Que ganas!!! 🤙🏻🤙🏻🤙🏻🤙🏻👏🏻👏🏻👏🏻#ForcaBarca,Felicidad
@BodegaAteneo @jordiabogado @hjimenezj @Anfersantos Ya sabes. Ahora el PSG es un truño. Hace 3 meses era el nuevo Barça. Como con los Manchester los últimos años.,Tristeza
Los parisinos no lo verán este año la famosa Copa de Europa! Yo si ! #museumfcb @FCBarcelona @PiquetGerard @mousadembele @andresiniesta8 @CesarAzpi @JordiAlba https://t.co/HkuZ8b9nQ9,Felicidad
@labarra_mx nada más para aclarar este año al @PSG_espanol lo hecho el @realmadrid pero hace un año no los hecho el @FCBarcelona sino el árbitro,Tristeza
@buenosrojosdios @FCBUTELEVISION Un jugador brasileño de 21 años muy bueno q juega en el gremio q kiere fichar el BARÇA,Felicidad
"@Gemahurtado_ @realmadrid @xavimartinez Porque es del barca nuestro querido Xavi 😂😂😂.
Me alegro q se equivocara 😂😂",Felicidad
@ngomez9 @FirmaEspn @EJerezESPN @kenneth_garay @vikingomartell Ahora el psg es paquete. Pobre ignorante. Cuando el Barça perdió 3-0 ha esque nos toco el psg y sin neymar. Ahora q el Madrid lo elimino es un paquete de equipo. Ser aficionado a muerte es admirable pero ser tonto y no aceptar las cosas es risible.,Tristeza
"@inakialvarez @realmadrid Nenas, que festejen cuando alcancen al barça en la liga mi príncipe, ya casi nos alcanzan",Felicidad
"#DebateHDF
Real Madrid ed un pecho frío, cuando lo agarre el barcelona lo elimina de la champions, aguante el barca que tiene al mejor jugador del mundo, saludos desde uruguay, punta del este.",Felicidad
lo que les faltaba para no cuadrar las cuentas en el atleti jaja https://t.co/8z1jrqvV11,Felicidad
"“El fracaso, como la Emocion, es corrosivo cuando se convierte en hábito. El Barça fue una vez PSG” https://t.co/egJaZUAFQM vía @elmundoes",Tristeza
"@PasionReal12 Tú educación es la típica de una 'persona' difícil de tratar, y los malos son los ultras del PSG.......... ah no soy ni del barca ni del Madrid, por suerte",Tristeza
"Si el Barça hubiese fichado a Verratti, a lo mejor el PSG hubiese terminado con 11 y quien sabe...
😂😂😂😂😂😂😂😂😂😂 https://t.co/7BbVyog4pk",Felicidad
@D10SFCB_ @ElBarselono El mejor equipo del mundo es el más laureado. Según la Fifa el mejor del siglo XX es el Real Madrid. Y hasta que tenga el Barça 12 Champions os queda mucho q pedalear! Ánimo! https://t.co/i8Pgc8KPgX,Felicidad
Han robado por el método del alunizaje en la tienda del Atleti del Wanda. Espero que ningún atlético compre merchandising robado de su equipo.,Tristeza
Roban en la tienda oficial del @Atleti empotrando un coche en el escaparate https://t.co/4rMzwlbqgq,Tristeza
"@blasradio Para este Madrid, favorito como el que más, independientemente de como vaya en liga, el peor rival posible es el Barça a doble partido (no a uno) y la falta de antídoto para parar a Messi en el Bernabéu. Ni en el mejor momento de Zidane (abril-mayo 2016), pudo hacerlo.",Tristeza
Si jugamos como contra el Barca al villareal le ganamos🙏💛💙,Felicidad
Igual que el Madrid al PSG el Chelsea manda al Barça el Chelsea manda al Barça el Chelsea manda al Barça al carrer,Felicidad
"Se que este año me va a ir mal porque en época de parciales ni bola al estudio solo #Mundial y #Messi ,⚽️😍",Felicidad
El 14 todos viendo el superclásico. Yo el 14 voy a ver al Barça ⚽🤙,Felicidad
"Grandísimo. Y esto nunca lo comprenderá un tío de Badajoz que es del Barça o uno de Albacete que es del Madrid, que no intenten vendernos la moto porque no cuela. https://t.co/EORezRdTqs",Felicidad
@miguelfar07 @DanLens Yo del Barca me quedaría con Rakitic... es lindo y así de rubio más,Felicidad
"Cuenta la Leyenda que Todo comenzó hace 17 Años......Perdón #Twitter pero 280 caracteres es un verdadero Insulto para poder Describir al Mago, al Redentor, al Ilusionista, al Mejor Jugador de Fútbol que han visto mis ojos, al D10S, a #Messi 
1 ❤ 1 Playera y 1 Club #SimplyTheBest https://t.co/3D1V0yhAtH",Felicidad
"@juliovillagomez El típico indiecito q habla pestes del mas Glorioso Club de su ciudad  y de la historia del Ecuador, q se hace hincha d clubes d otra ciudad para llamar la atención y sentirse aceptado, pero aparte anda con camiseta del Barca d España!",Tristeza
"NO ESTOY PSICOLOGICAMENTE PREPARADO PARA QUE EL BARÇA DEJE ARAFUE AL CHELSEA. 😔💙
#UCL",Tristeza
"Esto del fútbol es así, te suben y bajan a la vez, según sople el viento y de 0 a a100 de un cohete espacial, decir fiEmocion a Emery, por perder contra dos equipitos...como Barça y Madrid, con el primero, la vuelta.....y contra el RM no tenía a su máxima estrella, pues vale...",Tristeza
"@Albiazules @DWunderkammern @recreoficial @AytoHuelva Es el titular fácil. No se preocupan de leer la letra pequeña. Claro, dedican tanto tpo a Madrid y Barça q para q se van a infornar",Tristeza
"Esto del fútbol es así, te suben y bajan a la vez, según sople el viento y de 0 a a100 de un cohete espacial, decir fiEmocion a Emery, por perder contra dos equipitos...como Barça y Madrid, con el primero, la vuelta.....y contra el RM no tenía a su máxima estrella..@amaliomoratalla",Tristeza
Recién me compro el conjunto del Barça y ya sale otro mejor... Y bueno a gastar de nuevo se a dicho,Tristeza
@lluisizquierdo Para que luego quitéis méritos al Atleti del Cholo lo que ha hecho estos años,Tristeza
@moscu_toronto Pues cuando era pequeñito era del Barça... Luego dejó de interesarme... 😁,Felicidad
"La victoria de ayer a la prensa tampoco le vale. El PSG es una banda. Pues lo añadimos a la lista: Juve, Atleti, Bayern y PSG",Tristeza
"@CriterioCule La Copa del Rey coge valor si enfrentas en finales al Atleti o Barca, las Ligas es un tema que me duele pero con las UCLs ni el mejor Barca de la historia gano dos seguidas. Ganó 2 en 4 años, el Madrid 3. Con el tema de Messi y CR como te digo me da pena ajena que sólo 1/2...",Tristeza
"@emedemamon los que se clasifiquen ya son los mejores, Barça, Juventus y Bayern ya han eliminado al Madrid alguna vez.",Felicidad
"Pensar que Tata Martino decía que tenía que jugar por derecha y que Ice Pastore iba a conducir el fútbol de la selección, Sabella jugó para él y Mascherano, hasta hinchas del Barca lo querían por por izquierda al tipo que maneja el fútbol del Barca con Busquets. https://t.co/mUBDDWmDeE",Tristeza
La mejor decisión del #Barça fue dejar salir a #Alvés al #PSG. Partido lamentable y lo que parece claro es que su siguiente paso será #China para sacarle el máximo rendimiento económico a la recta final.,Tristeza
"Félix Brych ayer en el partido de champions #PSGRM acudió a su cita para favorecer al RM. Tercera expulsión en 3 partidos de equipos que juegan contra el RM. Vs Atleti Arda Turan, Vs Totenham a P. Crouch y ayer Vs PSG a M. Verratti.
Nada más que decir señorías.
#UCL",Tristeza
@joosete10 @DjMaRiiO_90 @LordbzB Yo igual 5 semestre de ingeniería :v 100% del barca y de messi jajajajaja no le ha dado ni a una,Felicidad
"Valverde es responsable de este Barça fiable atrás, que no se rompe en 2 en los partidos, que juega junto y compacto... Pero también es verdad que el “cuadrado-eje defensivo” está a un grandísimo nivel individual: Piqué, Umtiti, Busquets y Rakitic",Felicidad
"Este es nivel que tiene la gente. El Madrid nunca hace nada bien siempre son los rivales los malos jajajaja. Juve, Atleti, City, PSG... https://t.co/eeOEdbH1bg",Tristeza
"¡DE PIE DAMAS Y CABALLEROS! 💃🕴👏
#HOY se cumplen 17 años del debut oficial de Leo #Messi con el Infantil ""B"" del... https://t.co/kytx0qL8mP",Felicidad
"@elfenomenor9r9 @diaz25643422 @marianot19 @Cristiano Yo eh seguidp a CR7 desde su debut en la EPL, el tipo es mas de lo que tu dices. No hay que olvidarnos de lo que fue, y lo que es hoy. Es como olvidar lo que hizo Ronaldinho en el barça solo por que jugo en el queretaro. CR7 es una leyenda en vida, le duela a quien le duela",Felicidad
