Tweet,Info
"@partidazocope @RodrigoFaez Y el Puta Barça, puta Cataluña o Messi subnormal que ?
Eso si se puede cantar no ????
A la mierda coño !!!!!",Colera-Asco
@mauriciopedroza el travesti cuando juega contra el Barça se arruga y Messi lo deja de rodillas,Colera-Asco
@DjMaRiiO_90 Que como no ganen la champions se van a la mierda por payasos.@Atleti el mejor equipo del mundo. Puto @realmadrid,Colera-Asco
A ver si encontráis algún tweet así a favor del Barça y me calláis la boca cuando digo que este señor es un puto cáncer para el fútbol y un trozo de mierda https://t.co/Vsf6aV5Dqz,Colera-Asco
"@ruben4roses_atm @imaetxega Que Robin ni que niño muerto, si nosotros no decimos nada. Sois vosotros y vuestra obsesión por el Madrid para variar. Ya se que te fijas en theo o vini jajaja solo haceis eso,  mirarnos sin parar. Este año no se , pero los dos anterirores gasto mas el atleti en fichajes",Colera-Asco
@nacholopez79 @Futbol_Flchaje @Futbool_Cracks Messi sabe que sin el barca no es nadie. No tuvo ni tendra cojones de dejar el barca y demostrar algo en otro equipo.,Colera-Asco
"@GallardoX13 @TOTWprediccion Te repito, después de ganar al atleti y quitarles el invicto a la semana siguente no sacamos IF, lo mismo ha pasado con el madrid y con el barça",Colera-Asco
@jorgeshrug Me has visto alguna vez celebrando la realmadrididación extrema que está experimentando el Barça desde la llegada del puto mafias Rosell y su numero dos Nobita?,Colera-Asco
"@FOXSportsArg Disculpen ... pero esto se ve que es bien rioplatense, por no decir argentino ... Boca 30 % ? Con todo el respeto que me merece Boca, estan 3 goles abajo de la Juve ... y no quiero pensar cuantos abajo del Barca y el City !!!",Colera-Asco
"@marcmarquez93 @3gerardpique @SergiRoberto10 @JordiAlba @miguelruizfcb @SChecoPerez @FCBarcelona Pobre Catalán!! Eres uno de esos del lazo Amarillo.
Qué tanto odian a España y al Rey.",Colera-Asco
@ALEX15vs @FCBarcelona_es @FCBarcelona Pero que te crees? Xk os sorprende lo de este tipo? Q te crees q es george clooney? Es 1 paleto de mierda d sevilla...,Colera-Asco
@FOXSoccer @TeamMessi @FCBarcelona Fox our barca cock suckers,Colera-Asco
"🚫 'No me representan'

🇵🇹 ""No estuvo acertado, eso es cierto. Como no lo ha estado casi nunca en el año y medio que lleva en ‘Can Barça’""

✍️ Sobre @aftgomes, por @SergioMerino8

🔗https://t.co/MLOFZiiIUn https://t.co/7hcMpSfCeo",Colera-Asco
"@maldiniplus Como dijo Draxler, el planteamiento era una vergüenza; ir a remontar un 3-1 y no presionar en absoluto... El madrí jugó más cómodo q en un entreno. Comparar lo q han corrido ayer con el 4-0 al Barça del año pasado es ver a un equipo de infantiles ciegos y otro q parecían perros.",Colera-Asco
"@Toninozzr @jg_dominguez Como todo demagogo, mezcla valores y política. No será Ud del Barça por casualidad?",Colera-Asco
"@DiegoACarranza7 Le encanta la fiesta, póker, IG y su hermana... Les dará más dolores de cabeza. A mi, personalmente me hizo rabiar más de lo que sentí que dió al Barça. 1 año bueno de 4.",Colera-Asco
"@DiegoACarranza7 FloPer sabe que el Madrid tiene que renovarse y este año si el Madrid no gana la CL es un fracaso. Año en blanco con esta generación es malo, no, malísimo. Reventará el mercado con Ney y Neymar, lo he dicho mil veces y desde que estaba en el Barça, es un pufo con mucho marketing.",Colera-Asco
"@FCBarcelona algunos llorando por que no tienen tiempo para descansar, les pediría que viviesen un poco en el mundo de la gente normal aquella que se lava la ropa hace la comida y va a trabajar, por supuesto con sueldos normales y corrientes #sinolodigoreviento #behumble",Colera-Asco
"@elGoldenGallo Este perro solo tiene 10 goles en liga, tres más que Paulinho que juega los últimos 20' de cada juego del Barça.

No mames, Manuel.",Colera-Asco
"@_SentimentCule Es que son muy ridículos. Perder contra el Barça 0-3 no importa un culo, verdad",Colera-Asco
"@EduRS23 @Chapin_Cule No compares al atlético con el Barça, nosotros somos incapaces de ir a meter autobuses y jugar la mierda que propone el cholo. Esa liga que hablas te la regaló Mateu Lahoz.",Colera-Asco
@Vikingoblanco93 @Ajasakam @CFuenlabradaSAD @realmadrid El sport déjà claro que es un diario del Barça así que no pidas que celebren títulos del Mandril joputa,Colera-Asco
"Mira que soy del Barça pero es que ayer disfruté como un perro de la eliminación del PSG, todo lo malo que le pase a ese equipo es poco",Colera-Asco
"@marcmarquez93 @3gerardpique @SergiRoberto10 @JordiAlba @miguelruizfcb @SChecoPerez @FCBarcelona ,Tendré que recuperar todas  mis horas de sueño,que he perdido por un Catalán Anti. Español.
Tú también eres del lazo amarillo.😞? Ufffff . ojalá os dieran  la independencia. Pero primero pagar lo que debéis.",Colera-Asco
"No me gusta como juega, y no creo que futbolísticamente tenga el nivel para el Barça, pero como deportista vale mucho más que ""estrellas"" como Suárez. https://t.co/AaHv2syF2b",Colera-Asco
@Messivomita_ HABER TONTITO MAS MERITO TIENE GANAR LA LIGA QUE SON 38 PARTIDOS Y ME PARECE QUE EL BARCA LLEVA 5  EN 8 AÑOS Y ESTE AÑO CAE LA 6. LA CHAMPIONS SON SOLO 7 PARTIDOS E INFLUYE MUCHO LOS ARBITRAJES. https://t.co/7awDM2baPj,Colera-Asco
"@diablillocule14 @InvictosSomos Me queda claro que tienes retraso. Disfruta campeón, los jugadores del barca son clase mundial y en ese tiempo, eran los mejores del mundo. Ve la diferencia acá uno acepta y reconoce y tu, pues actúas como el subnormak que eres ajjajaja jajajaj “escoria blanca” deja de llorar🤣🤣",Colera-Asco
"@ALEX15vs @FCBarcelona_es @FCBarcelona Bueno enhorabuena ramos, ya eres oficialmente el cerdito del fútbol español, ha! y a nivel europeo! ahora toca ha nivel mundial! Animo cerdin!!!",Colera-Asco
A tragar que és el Barça. Molt bé @FCF_CAT @andreusubies! https://t.co/zEpOjDCIMh,Colera-Asco
Ya sabemos que te vas al Barça — CÁLLATE eso es re falso https://t.co/WWTuTF7P3Z,Colera-Asco
@kroosic @InvictosSomos Anillos únicos nefastos sois la escoria blanca que de fútbol sólo saben robar jajajjajaja fíjate si dais pena que el único mundial que as visto lo tuvieron que ganar jugadores del Barça jajajjaja a así de penosos sois escoria,Colera-Asco
@diarioas Hahaha los madridistas no lo querían antes en el Barça ahora en e psg que tiene q fichar por el madrid y si saliera Neymar a decir que el no quiere ir al madrid hahah todos estos mismos van a decir teatrero no lo queremos en el madrid 😂😂😂HIPOCRITAS,Colera-Asco
Échenos al que sea ... ojalá seas tú puto city o al maricon del barça https://t.co/2LVVbOgHnx,Colera-Asco
"@diablillocule14 @InvictosSomos Jajajaja no te enojes campeón, solo eres un aficionado más -nefasto- del barca JAJAJJAJAJA en vez de reconocer , el buen fútbol chaval, sigue enajenado Diablo Cule JAJAJAJA",Colera-Asco
"Qué poco profesional el gentuzo de Guardiola. Entrena al City pero siempre anda diciendo que si el Barça esto el Barça lo otro, Messi esto Messi lo otro. Tío cansino y pedante de los cojones, mira por tu equipo y deja de lamerle la cola al Barça",Colera-Asco
"@imaetxega @AGUSRBB86 El atleti ese equipo de pueblo que se ha gastado 200 millones en un nuevo estadio, anda dejad a los mejores en champions cracks.",Colera-Asco
"@Digimiono @dircomPedro En cuanto a Emery cada vez que tiene la oportunidad de convertirse en un entrenador Top en los partidos importantes y frente a rivales top como el Barça y el MADRID siempre se caga.

El jeque gastó un pastal en fichajes de lujo (Neymar principalmente ) y fracasó rotundamente",Colera-Asco
@Messivomita_ POR CIERTO AHORA QUIEN ES EL QUE JUEGA CONTRA 10 ME PARECE QUE LOS QUE SE QUEJABAN QUE EL BARCA JUGABA CONTRA 10 SE TIENEN QUE COMER SUS PALABRAS. EL AÑO PASADO BAYERN (2 VECES) Y AHORA PSG. https://t.co/1jdPAq6TVq,Colera-Asco
"Comparar a @TigresOficial con @PSG_inside con la frase ""el dinero no da grandeza"" Solo lo hacen los pendejos que no le saben al negocio del fútbol.. Supongo que @juventusfc @FCBarcelona y @FCBayern se hicieron con pura cantera.. vdd?",Colera-Asco
"@PakoDuran @marca Eso decidselo a Marca que cada día dan más vergüenza ajena al tratar de minimizar los éxitos del barca y al maximizar los del Madrid tratando de humillar al barca. En vez de disfrutar las 3 UCL mejor tiran mierda al Barca, ahí se ve la clase de periodismo y de personas que son.",Colera-Asco
@DoctorCule Que les importa y le asegura el balón de oro a CR7 la Champions!! A ver si el Barça puede con el Chelsea que jugamos muy mal la ida,Colera-Asco
"@diablillocule14 @InvictosSomos ????? A ver subnormal, creo que no se te da eso de la comprensión lectora,arriba te digo que hablemos de cr además el post es de cristiano, no? Y hablando de robos que sin vergüenza eres ajajajajaja te dejo un claro ejemplo, él barca vs Psg en el camp nou, mira la repetición..",Colera-Asco
"@Messivomita_ EL MEJOR JAJAJAJAJAJAJJA POR ESO ESTAÍS EN LIGA A 15 PUNTOS DEL BARCA, ELIMINADOS DE LA COPA POR EL LEGANES AJAJJJAJA. SOLO JUEGAN LA CHAMPIONS QUE VERGUENZA COBRANDO MILLONES POR JUGAR 9 PARTIDOS. A LOS SOCIOS DEL MADRID LOS JUGADORES LES TOMAN POR TONTOS. JAJAJAJAJ https://t.co/cEI9TDO5Cl",Colera-Asco
"@jotajordi13 @Atleti Si fuesen vuestro único rival.. no recordarías a nadie más..  ¿no?

Lleváis varios años tragando.. Y vais a tragar siempre..",Colera-Asco
"@PolloSchoenig @noseasmalotv quien no ve fútbol sos vos porque cavani no le hace un gol a nadie 
frente al real Madrid le hizo un gol de pedo  el barca jugaba mal defendía como el culo en los últimos partidos cavani juega mal seamos realista 
y sácate la camiseta",Colera-Asco
"CON LA MIRA PUESTA EN MALAGA.

SE VIENE PARTIDO DIFÍCIL PARA EL @FCBarcelona_es . EL ULTIMO DE LA LIGA SALDRÁ A PARTIRSE LOS HUEVOS. @ANAALThani NO PIENSA DEJAR OLER EL TITULO LIGUERO A LA ESCORIA CATALANA.

EL BARCA TIENE QUE IR Y TERMINAR DE DESCENDER AL EQUIPO DEL MORO.",Colera-Asco
@_SentimentCule Y supuestamente @jpedrerol  le va al barca !! Es tan obvio que los partidos del barca le busca hasta el más mínimo error y al madrid siempre gana bien ! Lamentable !!,Colera-Asco
"@AS_Manolete @lolitolama Manolete, a ver si te das cuenta que el único chollo que ha habido y habrá en la champions es el Atléti...... En Europa no sirve ni pa tacos de escopeta",Colera-Asco
"Si os llamáis DEPORTES CUATRO, es para que habléis de todos los deportes, no que el programa dura 45 min y 30 min son del Madrid o Barça. Hay más deportes además del fútbol. Sino, llamaros Fútbol Cuatro. Imbéciles @DeportesCuatro",Colera-Asco
"@AS_Manolete Antes de la eliminatoria el PSG era el ganador de la Champions. Lo elimina el Madrid y era un chollo. Hoy, City, Barça (si pasa), Juve o Tottenham son miuras. Si les toca en cuartos con el Madrid y no pasan a semis, pasarán a ser un ternerito, no? Anda y q os den! Siempre igual!!",Colera-Asco
"@Pirata__Roberts Después de un partido del Madrid de Champions, ¿de qué quieres que se hable? ¿Del liderato incontestable del Barça en Liga o de que está en la final de Copa? ¿Hacemos un especial con los mejores goles del Barça hasta ahora? Todo a gusto vuestro, para que el culé no se queje.",Colera-Asco
Oye @neymarjr no decías que te fuiste del barca porque creías que en el psg estaban los mejores? Pues eliminados en octavos y encima pintándole la cara a esos que decias que eran mejores es poesia,Colera-Asco
"@JoseAngelOzil @PSG_espanol @FCBarcelona_es Yo soy antimadridista no anti psg, ni Neymar ni nada, hay que ir en contra del madrid para todo, tenga delante a quien tenga, Neymar lo dejo todo por el Barça sus años aqui, decidio irse pues allá el, es su problema pero es que por eso no voy a animar al Madrid, es que en la vida",Colera-Asco
"Que Emocion, Messi ha vomitado",Colera-Asco
"@natxinho @LgangLGang No tienes fe ni nada, en el momento que un club junta todo lo que ha juntado el barcelona lo menos que se puede hablar es de robos al madrid, cuando viendo la eliminatoria de hace un año el arbitro favorecio al barca contra el psg, tambien pasó con el chelsea, que mas quereis?",Colera-Asco
"... para no cagarse encima. 
""El Madrid está a 17 puntos del líder, eliminado de Copa del Rey contra el Leganés... pero holle, que el Atleti tiene chanchullos al bender ha Carascco y ha Gaitán a un club chino, y puta Leganés"". Es que es patético, joder...",Colera-Asco
@natxinho @jorgeneo @F_Reymundo totalmente! Aquí solo tiene favores arbitrales el Barça! Son así de cutres.... lo de la ida hace q el baño de ayer sea posible,Colera-Asco
"@UnderGuerrilla @FonsiLoaiza @IkerCasillas Víctor Valdés se fue con una oferta de renovación del Barça y con la incredulidad de todos al ver que se iba. A Casillas lo echaron. Igual el referente que tienes que tomar es el de Pep, Xavi o Puyol y comparar antes de volver a meter la pata.",Colera-Asco
"@AlfonsoSurezLpe @VictorLavinDPaz No conozco a nadie que sea del Barça y esté más pendiente, vea más partidos y escriba y opine tanto del Madrid como tú! Digno de estudio!!! 🤪😜🤪😜🤪😜 Ahora el PSG es una “banda”? 😱",Colera-Asco
"Cuando el PSG permitió entrar a sus ultras justo en el partido contra el Barça ni hicieron seguimientos, ni pusieron el grito en el cielo ni nada. Qué bochorno de periodismo colega.",Colera-Asco
"Cuando Pep estuvo en el barça ganando de todo se buscó minimizar todo lo que hizo, e incluso hoy día se sigue haciendo... Hay que tener huevos para decir que se busca minimizar lo que hace el Madrid. https://t.co/7RmKcjvibL",Colera-Asco
@FCBarcelona cuiden a Messi la puta que los pario!,Colera-Asco
"@elchiringuitotv Este es un cagon, la verdad ayer esperaba un París mucho más agresivo como el Atleti de año pasado en el Calderón pero el PSG salió a por la posesion de balón, jugó tranquilo y luego nada más",Colera-Asco
"@EfrainMoises17 @lparbitrofutbol @Trigueros17 No se han quejado siempre, eh! Ha sido esta semana puntual, por lo menos en el caso del @FCBarcelona_es. Si hubiera ido el @Atleti, el Cholo hubiera dicho lo mismo. Tendrías que preguntarle a Trigueros por qué lo dice y no es el único. Un saludo.",Colera-Asco
"@MiriamDakirFCB @Tocapilotes La Rata De PSG Se Fue Del Barca Cuando El Barca Los Elimino 
Ahora Los Elimina El Madrid Tambn Se Ira Al Madrid...... Etc etc etc El Libro se Lee Solo @_SentimentCule  @MarcaMiente @lniestismoFCB @StegenismoFCB",Colera-Asco
"Mierda! Ya tienen excusa para vender jugadores y no fichar a nadie.
@Atleti 
Hijos de puta https://t.co/QLimVFhUCV",Colera-Asco
@20m @Atleti Joder!! Ya roban hasta mierda!!,Colera-Asco
@jotajordi13 Jajajajajaja y yo veo a un imbecil que nunca verá a su barca mierda con 12 champions,Colera-Asco
"@marcmarquez93 @3gerardpique @SergiRoberto10 @JordiAlba @miguelruizfcb @SChecoPerez @FCBarcelona Te puedes ir a tomar por culo. . As perdido todo mi respeto .yo te he respetado como catalán.!!Tu no, como Antimadridista",Colera-Asco
@DValdearenas12 Soy del Barça pero eres un cuñaooooooooo,Colera-Asco
"@Generaldepie_ Fácil,muy fácil
Tú,quítale al Barça a Leo Mesi
Quítale a Neymar al PSG......
Y los binomios de la cuarta fracción de la suma de sus comandos es equilibrante,o sea,
Igual de igual de lo mismo
Ala.....me he quedao a gusto😂",Colera-Asco
@saguilarcom Y de k vale cumplir siemore salimos maltratados en prensa y después les ponemos la cana. Venga ya!!!! Que se jueguen la coma al poker el @FCBarcelona y @FCF_CAT .,Colera-Asco
"@treska33 Por favor, insultas mas a los culés diciendo q el pedrerol el del Barça q diciendonos culerdos... todos sabemos q el veletrol es mas mandril q su florentineza",Colera-Asco
"@Cristina_VeMu @ToniCAT1963 @LluisMascaro @sport ¿Aquellos casi atracos al Barça?, no se que dió mas pena si el festivald e piscinas de Drogba o los 4 penaltis tangados al barça en el 6-1, 4 putos penaltis sin pitar colega, 4! https://t.co/UdaDhtXaiR",Colera-Asco
"una opinión deja de ser una opinión cuando, oprime/ofende a una persona o a un colectivo hostia, una opinión es decir que para ti el Barça es mejor que el Madrid no decir que los homosexuales no son normales, que sois gilipollas y no es una opinión es una afirmación.",Colera-Asco
"@saracsanchezp @victoramaya @infocracia Totalmente de acuerdo contigo. Cual sociedad civil? El mismo grupo de borregos apoyando a líderes politicos que han entregado el pais. Como decian mis abuelos""la misma barca atravesando diferentes ríos""",Colera-Asco
"Me pregunto pq en @JugoneslaSexta, @jpedrerol no habla de q el PSG salió sin tensión , sin ganas etc...y dicen q fue el Madrid el q no los dejó,en cambio, el Domingo critican al Atlético por lo mismo q hizo el PSG pero no alaban al Barça por no dejarles jugar",Colera-Asco
@VictorJ_13 Esa foto la subieron cuando el Barça perdió la Supercopa de España 🙄 Ahora calladitos como putas 😂🤣,Colera-Asco
"Deportes Cuatro: SOIS UNA MIERDA

Están tachando de vergonzoso hasta las bengalas encendidas fuera del estadio y cánticos vs Madrid.

Cuando Atleti o Madrid hacen los mismos recibimientos no dicen nada, LO CONTRARIO.

Y esos cánticos se hacen en todos los campos de España.",Colera-Asco
"Para ser del Barça @jpedrerol cuando éste gana nunca le dedicas mas de 5min en tu programa de ""periodismo deportivo"".. Ah! pero cuando pierde te frotas las manos para poner a parir a Messi #JUGONES",Colera-Asco
Me gustaría decirle a la @FCF_CAT que el partido de la Super Copa catalana debería ser los dos equipos más fuertes. #FCBarcelona y #Girona. El español no pinta nada en este partido. #SupercopaCAT,Colera-Asco
@elchiringuitotv @JugoneslaSexta Le dare merito al madrid el dia q vosotros reconoscais q el Barça tambien tiene meritos por lo q hace.,Colera-Asco
Robo de 180 minutos cuando busca la palabra robo su sinónimo es el # Barca https://t.co/9oPnpjbObH,Colera-Asco
@diarioas Ni aunque ganen pueden vivir sin el Barça  jajajajja,Colera-Asco
El Real Madrid recibirá un nuevo escarmiento con la salida de Lucas Digne del FC Barcelona https://t.co/iwBkHhGRcK #barcelona https://t.co/LmHYqNxPwx,Colera-Asco
"@Giovannifxf @pilotaipunt Qué vergüenza,solo medio metro tioooo,somos el Barça y podemos poner la varrera donde queramos tioo",Colera-Asco
@joansubi3J Dime un partido bueno de Asensio???? Quitado el del Barça de la súpercopa.... para 3 partidos al año ya tenían a Ozil y mira donde acabó... blfffff,Colera-Asco
Que suerte tienen los pierdas del real Madrid. Ojalá les elimine algún equipo malo. Ganan al psg y empatan contra equipos malísimos. @Atleti contigo hasta la muerte.@AntoGriezmann mejor jugador del mundo.,Colera-Asco
#dilesquesevayan @Atleti,Colera-Asco
"@LuisOmarTapia LO QUE PASA ES QUE EL QUE HABLA PAJA SOY VOH @LuisOmarTapia PORQUE CUANDO ESTUVO EN EL BARCA LO ALABASTE INFINIDADES DE VECES. 
AHORA QUE? TE PAGA FLORENTINO PARA QUE TE EXPRESES DE ESA MANERA CONTRA PEP.
#MADRIDISTA AL FIN.",Colera-Asco
"@neymarjr El Barça no te necesita, mejor ya vete a China ahí puedes hacer tus tonterías https://t.co/5gNoWCm4dp",Colera-Asco
@DiegoACarranza7 Pues porque en títulos el Barça le supera... Que... La CL es lo único que importa? O podemos decir que el Barça va rumbo a ganar 7 de las últimas 10 ligas. Una puta locura. Copas del rey? Y demás que vienen adicionales. Sigue superándole en títulos.,Colera-Asco
"@FCBarcelona @PinoHormail Con dos cojones FCB, pagamos mas de 1.000 € al año contratando 18 plataformas para ver todos los partidos de nuestro Bar¢a y lo echais por la unica tv q no se ve fuera de Catalunya, así, así se hace afición¡¡¡¡¡",Colera-Asco
@oskarjsf @miguelfar07 del Barca no me sirve ninguno. La prepotencia Blanca...,Colera-Asco
"@JoseCarlosSoti7 @HectorCampelo @onceonce291 @PabIzqBla21 @marca @SanLorenzo @maluma Que tu a poco... vamos, cualquiera que siga mínimamente el fútbol y las gradas de animación, sea del Atleti, Madrid o Carabanchel sabe más que tú! Lo complicado es saber menos! No es cuestión de ser seguidor de un equipo u otro.",Colera-Asco
@davidllora @pablosar92 @SeRgioYry_RP @pepiko7 @_Futbolero_ @PSG_inside Igual el problema es vuestro. Claro que se ha ayudado al Real Madrid en muchas ocasiones. Pero los robos más descarados en Champions League han sido los dos a favor del Barça.,Colera-Asco
"#Jugones Increíble , parece que él Madrid ha ganado algo a ver si con él barça haces lo mismo VERGÜENZA",Colera-Asco
"Críticas de la caverna a Guardiola por decir que el City no está a la altura del Barça porque dominó la última década/15/20 años.
Última década.
Barça: 26 títulos 
Madrid: 18 títulos 
Desde que debutó Messi. 
Barça: 30 
Madrid: 18 
Siglo XXI. 
Barça: 30 
Madrid: 25",Colera-Asco
@leiiinaad @elchiringuitotv @jpedrerol Del albitro??? Que  hizo mal el arbitro? Ahhhh lo diras por rl robo del barca al PSG  el año pasado,Colera-Asco
#jugoneslasexta aver si con el barca gastais el ismo tiempo,Colera-Asco
"@albert_batista @cayetanaAT @CESARB0RJA Esa peña sí, es como una peña del Barça, peña, club, etc... ni siquiera revisé el tuit, pero eso no es ser intransigente, es descriptivo, os están diciendo hasta gente de vuestra PEÑA, que aterricéis, que empecéis a aplicar el principio de realidad. QUE NO HAY NINGUNA REPÚBLICA!",Colera-Asco
"@Chechujptr @cristobalsoria @Torren__ @David74Sanchez @FumonaFlowwers @PinoHormail @2010MisterChip @FCBarcelona_es @HoyEnDeportes4 @alinavarro88 @DaniGG86 🤣🤣🤣🤣🤣 este debe de estar llorando por haberse ido del Barça el pai neymar lo obligó a irse por dinero, pues ahora🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻",Colera-Asco
"@dcorderom @rubenaridane @elchiringuitotv @AlvaroBenitoV La eliminatoria quedó sentenciada en madrid por el atraco a mano armada,el segundo partido era trámite,además de la expulsión de verrati q habría que ver..,pero también son conocidos los robos madridistas desde el principio de los tiempos,pero nada,ojalá que toque contra barça",Colera-Asco
@andrea07_8 @Benzema Lo de ayer es imperdonable! A veces me preguntó ¿Que argumentos usan ahora los madridistas que le apoyan para defenderlo? Ayer vi el chiringuito y uno de los que estaban ahí todavía hablaba del pase que hizo en el partido de UCL contra el Atleti https://t.co/8luXLAkERG,Colera-Asco
"@WinningEleven_3 @FCBarcelona @realmadrid Hola,Es que tiene mucha gracia XD, eres del ROBALONA, adios",Colera-Asco
"@adolfmendos @diarioas Yo le voy al Barca, y queria que ganara el Madrid. por la rata asquerosa de neymar",Colera-Asco
@JaimeFormoso Expulsado por hacer lo que hace Suarez todos los partidos ... yo lo veo preparado para dar el salto a can barça,Colera-Asco
"@alfredoduro1 Callate gordo. Que solo habeis pasado de octavos. A15 del Barça y fuera de la copa. No saques tanto pecho, que luego te las comes dobladas. Aunque eso no es problema para ti",Colera-Asco
Neyma dejó el Barça por envidia pues messi era e será mientras juegue mejor que el. Dicho estoen el P C G será uno más al tiempo juega en una Liga de segunda. Su próximo destino será el Madrid y fracasará del todo eso le pasa a todos los peseteros como el y su padre,Colera-Asco
"Hoy se juega la #SupercopaCAT ... si en Catalunya los medios fuesen todos pro Espanyol y Catalunya fuese Argentina, hoy se estaría diciendo que de perder este derbi la Liga del Barça quedaría en un segundo plano. Pero tranquilos q no pasa, el récord de estupidez es solo argentino",Colera-Asco
"No irá el Madrid tan hacia arriba y el BARÇA tan hacía abajo, cuando sigue tercero en la Liga peleando con el Valencia, a 15 puntos de nosotros y a 7 del Atlético de Madrid https://t.co/OlkgZv7fmi",Colera-Asco
@LutoSPFC @PSG_inside @neymarjr @FCBarcelona Chupa tu🖕,Colera-Asco
Jugando asi es imposible que ganemos un partido…,No-Colera
"Que venga Arthur me tiene más emocionado que cualquier otro fichaje que llegue, más que Griezmann. Es perfecto para nuestro juego más las ganas que tiene de jugar ya en el Barça 🔵🔴",No-Colera
Me ha gustado un vídeo de @YouTube (https://t.co/f52V3WNuX5 - Noche de emociones en la remontada histórica del Barça).,No-Colera
"#Deportes ➡️ Hace 17 años, Messi por primera vez se puso la del Barça: El club blaugrana publicó un video muy especial para celebrar los primeros pasos de Lionel en la institución catalana Hace 17 años, Lionel Messi comenzaba a hacer de… https://t.co/xFHPdToMsd ⬅️ #Entérate https://t.co/kXksLJEK3i",No-Colera
"Desde la dirección hasta los actores el vídeo de The less i know the better está hecho por catalanes. Visca Barça, joder.",No-Colera
"@APUESTASMLS @gran_culon @Zona_Blaugrana Entonces..esto,es por el Barça..no esta hablando del Alibaba Bernabéu..no? Aunque ponga Madrid..esta hablando del FCB!?🤔
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂jajajajaja jajajajaja https://t.co/YOSyKSI28g",No-Colera
Me ha gustado un vídeo de @YouTube (https://t.co/uwZhvI4GtG - EL DIRECTO EN EL QUE DjMaRiiO USÓ LA CAMISETA DEL BARÇA).,No-Colera
"EL DOMINGO VIAJAMOS para ver a nuestro @Atleti 

Salimos a las 12, ¿te quieres venir?

Cuenca -&gt; Madrid y plaza en el @Metropolitano 

¡Escríbenos hoy o mañana para apuntarte!

Mañana también vamos pero... ¡EL AUTOBÚS YA ESTÁ LLENO!

#AtletiLokomotiv",No-Colera
@pblmrcn Jajajaja y eso que soy del Barça... pero 👌🏼,No-Colera
"¡OFICIAL!

#Juan #Cazares 🇪🇨 renueva con el #Atlético #Mineiro 🇧🇷 #FichajesYa 👁‍🗨

Mira la noticia completa aquí 👇
https://t.co/cGOGXtfchD",No-Colera
"@jorgeshrug El barça siempre ha fichado caro y batido records (Maradona, Ronaldo etc) esto es normal cuando hay que revolucionar una plantilla. Lo que yo critico es haber destrozado la cantera y los Digne por 20, Gomes por 50 etc.",No-Colera
