Tweet,Info
"@lniestismoFCB Cuidado! Recodad que el Málaga por más pésimo que este, siempre busca la forma de fastidiar al barca; se convierten en leones rocosos a diferencia de cuando juegan contra „otros“ que hasta en alfombra roja entregan el partido. https://t.co/tJOYrFC99H",Negativo
"@elfenomenor9r9 @diaz25643422 @marianot19 @Cristiano Yo eh seguidp a CR7 desde su debut en la EPL, el tipo es mas de lo que tu dices. No hay que olvidarnos de lo que fue, y lo que es hoy. Es como olvidar lo que hizo Ronaldinho en el barça solo por que jugo en el queretaro. CR7 es una leyenda en vida, le duela a quien le duela",Positivo
"@cholomirey @darioleiva1975 lo terrible es que la afición del @Atleti lo tolere, no solo, cero libertad, afición manipulada, y vendida, perdida de entidad e idiosincrasia, y es que ni se a intentado,  una PENA. Cuando se habla de otras aficiones, deberían 1 mirar a dentro",Negativo
@joansubi3J Dime un partido bueno de Asensio???? Quitado el del Barça de la súpercopa.... para 3 partidos al año ya tenían a Ozil y mira donde acabó... blfffff,Negativo
"@AlejandroNY75 @2010MisterChip Y peor. Elogia al citi y dice q Alexis es del barca porq ahi esta Guardiola. Si elogia a al Pescado Ruiz que le va a Cristiano, xq segun ellos, Messi es mejor...y asi sucesivamente.",Negativo
@duodezzimo @madridisme Vaya cabezazo del niño. Me recordó al de la final del Copa del 2012 contra el Barça.,Positivo
Que suerte tienen los pierdas del real Madrid. Ojalá les elimine algún equipo malo. Ganan al psg y empatan contra equipos malísimos. @Atleti contigo hasta la muerte.@AntoGriezmann mejor jugador del mundo.,Negativo
@migueljr_5 @elchiringuitotv Si los de Madrid hacen lo mismo con el Barça muchas veces 😂,Positivo
"Feliz cumpleaños @FCBPenyes! Qué sigáis haciendo esta gran labor y dando voz a todos los peñistas! #cumpleaños #Barça 🔴🔵

🎂https://t.co/B2x8lP4Q1T🎂 https://t.co/yG1uOhpojd",Positivo
"Cada día tengo más claro que todos se crecen contra el Barça, cosa lógica somos los mejores!",Positivo
Todo lo que veo y leo son elogios a Zidane. Se alaba su personalidad y valentía en la eliminatoria contra el PSG. Y es verdad. Igual que la demostró ante el Barça en el Bernabéu. Para mí también lo hizo bien aquel día.,Positivo
"@caroguillenESPN Es un crack pero a sido tan determinante en sus equipos como #Messi o #Cristiano ambos ganadores de varios balones de oro, para tener ese sueldo... o bien comparemolos con #Ronaldinho Campeón mundial con brasil y de Champions con el #Barca igual que #Zidane en su era de jugador.!",Positivo
"@Atleti @fclokomotiv La alineación qué va a ser para ganar por tres o para meter uno y echarnos atrás?..., o peor aún, para salir a perder 45 minutos y tres cambios como contra el Barcelona... 🤔",Negativo
"@FCBarcelona @PinoHormail Con dos cojones FCB, pagamos mas de 1.000 € al año contratando 18 plataformas para ver todos los partidos de nuestro Bar¢a y lo echais por la unica tv q no se ve fuera de Catalunya, así, así se hace afición¡¡¡¡¡",Negativo
@oskarjsf @miguelfar07 del Barca no me sirve ninguno. La prepotencia Blanca...,Negativo
@FCBarcelona_es Una delicia ver este crecimiento... Un deleite y una fortuna verlo jugar. .. #messi x siempre...,Positivo
"@MisterSeitan @FCBNOTICIAS Para mi andre gomes es un buen jugador, q no le salgan las cosas en el barca no desmerita lo gran jugador q es, y si valverde lo defiende y apoya tanto sera por algo q el ve en el y nosotros no, asi q dejen de criticarlo tanto porq uno no es el q esta alli viendo como trabaja el.",Negativo
"@AlvaroCaceres82 @BorregaF Neymar costó 220. El Barça solo en dos se ha gastado 310, ahora tienes que sumar el resto. El año pasado no vendió a Neymar y se gastó 90 kilos en André Gomes y Alcácer que no juegan. En fin, que eres muy objetivo",Negativo
"@Dari0_10 Probate en el Barça, te veo mucho potencial a vos",Positivo
Primero esta el asqueroso del Málaga pero es inevitable no pensar en el Barça vs Chelsea me animo a decir que va hacer el mismo partido que le hizo al city cobardes.,Negativo
@mundodeportivo @MDpor_elmundo Igual de claro que lo tenia el Barça con Neymar el verano pasado al 200 por cien😂😂,Positivo
#Jugones Increíble él Madrid hace un partido amarrategui y sacas todo tipo de imágenes y del barca solo hablas de fallos de porteros,Negativo
El Barça se rie de todo el fútbol catalán https://t.co/LjSITYcm7e #RCDE https://t.co/WR94OCLtVG,Negativo
"@JoseCarlosSoti7 @HectorCampelo @onceonce291 @PabIzqBla21 @marca @SanLorenzo @maluma Que tu a poco... vamos, cualquiera que siga mínimamente el fútbol y las gradas de animación, sea del Atleti, Madrid o Carabanchel sabe más que tú! Lo complicado es saber menos! No es cuestión de ser seguidor de un equipo u otro.",Negativo
"➡️ @luis_milla21 en @radioclubser: En Twitter leía el día del Barça B: ""Milla tiene que estar arrepintiéndose y volviéndose para Madrid"". Pero para nada. Yo estoy encantado y feliz de estar en este club. Es la oportunidad de mi vida.",Positivo
Seas del Barça o no esto te tendría que emocionar porque el fútbol es así de bonito https://t.co/WSmCghHmLb,Positivo
#jugoneslasexta aver si con el barca gastais el ismo tiempo,Negativo
@CriterioCule O por qué dicen que es la época Lionel o del mejor Barça y el Madrid ha ganado tres Champions y Cristiano 5 balones de oro.,Negativo
@DanLens @miguelfar07 No mijo suficiente con 3 franceses... ese Dembele te lo dejo... del Barca no me sirve ninguno,Negativo
"@DavidLeonRon Y no creo que la exigencia sea solo por juego, si no por sensaciones. Para mí el Barça no mereció el empate en el Bridge. Si lo hubiese hecho el Madrid sería que ahí estuvo, campeando el temporal, con Ramos titánico y sacando un buen resultado en las noches de los grandes.",Negativo
Si el Madrid no gana la Champions ya sabemos quien sera el proximo DT del PSG (Aún sigo pensando que el Real es fuerte candidato y le voy al Barça) hay que ser objetivos en el fútbol 😉,Positivo
"Resultado global entre Barça y PSG el año pasado (con Aytekin como mejor jugador de los culés): 6-5. Global entre PSG y Madrid este año (con Neymar -en la Ida-, y Mbappe como nuevos integrantes). 2-5. 
No nos ha hecho falta ni remontar ni celebrarlo como si fuese ya la final.",Positivo
"@FCBarcelona_es Hoy Ernesto Valverde puede ganar su 1° título oficial como entrenador del FCB. Tendrá más o menos importancia, pero vamos a por él!! #ForçaBarça",Positivo
"@homer_faraj Por encima de mi simpatía por el Barca prefiero que Liverpool gane la Champions, un histórico que merece de nuevo el olimpo!",Positivo
"Soy del Barça, pero ver esto es lamentable... Que ridículo, basta de llorar aburren https://t.co/GQUPJz5ESZ",Negativo
@DjMaRiiO_90 @LordbzB Yo sólo pillo lo de niños pequeños y que en teoria son fans de CR pero vamos yo estoy estudiando ingeniería y soy del atleti y como yo hay miles de chavales que te siguen :v . Un saludo Mario 😁.,Positivo
"@albert_batista @cayetanaAT @CESARB0RJA Esa peña sí, es como una peña del Barça, peña, club, etc... ni siquiera revisé el tuit, pero eso no es ser intransigente, es descriptivo, os están diciendo hasta gente de vuestra PEÑA, que aterricéis, que empecéis a aplicar el principio de realidad. QUE NO HAY NINGUNA REPÚBLICA!",Negativo
"@Chechujptr @cristobalsoria @Torren__ @David74Sanchez @FumonaFlowwers @PinoHormail @2010MisterChip @FCBarcelona_es @HoyEnDeportes4 @alinavarro88 @DaniGG86 🤣🤣🤣🤣🤣 este debe de estar llorando por haberse ido del Barça el pai neymar lo obligó a irse por dinero, pues ahora🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻",Negativo
@AngeIDiMariaJM Su error fue irse del Madrid y encima se le quería. Ahora en Madrid lo desprecian y esas palabras dejándose querer por el Barca. Se le ve cómo un pesetero y jugador que me decepcionó muchísimo. Era muy del fideo...ya no.,Negativo
"Esto faltaba señor Mascaro, objetividad y reconocer lo bueno del @realmadrid. Yo toda la vida le iré al @FCBarcelona_es  pero esta es una realidad que no se puede ocultar. El Señor @AS_Relano da ejemplo aceptando cuando el Barca está a años luz en juego. Este es el camino 👏🏻 https://t.co/tLqciKKT7v",Positivo
@FOXSportsArg Boca a la altura de juventud barca y Manchester sobretodo en juego 😂😂😂ustedes son divinos jajaja,Positivo
"@History_FCB @messi10oro Fútbol humilde y sin florituras Bros,eso es el Barça tiooo",Positivo
"@dcorderom @rubenaridane @elchiringuitotv @AlvaroBenitoV La eliminatoria quedó sentenciada en madrid por el atraco a mano armada,el segundo partido era trámite,además de la expulsión de verrati q habría que ver..,pero también son conocidos los robos madridistas desde el principio de los tiempos,pero nada,ojalá que toque contra barça",Negativo
@andrea07_8 @Benzema Lo de ayer es imperdonable! A veces me preguntó ¿Que argumentos usan ahora los madridistas que le apoyan para defenderlo? Ayer vi el chiringuito y uno de los que estaban ahí todavía hablaba del pase que hizo en el partido de UCL contra el Atleti https://t.co/8luXLAkERG,Negativo
"James Arthur es de Cepeda  de  Spoby ( mi Troian y mi Keegan) y del Barça
James tu si que sabes 😎😉
#NoticiOT https://t.co/tAXFdgqBfQ",Positivo
@kendall_Lu24_ Y le gusta el futbol 😍 es barca si es asi es perfecta,Positivo
"@Davidmr20 @senyo80 @juanrardguez @AS_AGabilondo Vendiendo a Ozil, Higuaín, Robinho, Morata,etc. O como el Barça que vende un tío por 222 y ficha a 2 de 100 y pico.El balance ingresos-gastos del Madrid desde Bale es cercano a cero. Y eso es pasado...hablo de la realidad actual, no de hace 2-3 años",Negativo
@ElDiosCule Dios ...Saes cuando dices todo esto de Penaldo se ve que no jugaste nada de futbol en tu puta vida ...Visca Barca y espero que cuando sea el sorteo  floritrampas diga que Quiere jugar los cuartos contra nosotros ..Te gustaria?😂😂😂😂?Creo q no 🤣,Negativo
@MonyiDu @rubenmartinweb Los verdaderos madridistas ven hasta el ultimo segundo de los partidos del Barça confiando en que la triada de Messi llegará 😂,Positivo
"@anadd83 @Don_Iniestazo Vaya, yo en esa época era un moco, pero en un barça vs atleti me quedé flipado y aquí sigo hechizado 🔵🔴💪🏼",Positivo
"@jotajordi13 y no solo respetate Gorgorito tambien aquella que victoria de tu Barca  con sabor a derrota y manchada por el segundo robo mas grande la historia, como que no estas para hablar mucho eh,,, https://t.co/W8J9bbXLMv",Negativo
@elchiringuitotv @AlvaroBenitoV @AlvaroBenitoV si es lo que passa a todos los que pierden contra el Barça segun vosotros... tu no pero los que tienes al lado tuyo...,Negativo
"@mundodeportivo Si me tenían que dará escoger entre Verratti y Coutinhno a ojos cerrados Coutinhno, más completo,mas visión de juego y organizador.
El jeque se pensaba q jodiendo al Barça con Neymar y Verratti se llevaría la champions 🤣🤣🤣 y el q se jode es él, muchos millones para quedar ko",Negativo
"•Lo mejor que le pudo pasar a él, al @FCBarcelona y al fútbol 🙌🏻😍👏🏻 @TeamMessi ⚽️ https://t.co/gKtCneBTaQ",Positivo
"Pep Guardiola vive en su propio mundo, con su falsa vanidad, el 0-4 que le metió el Madrid en Munich se le olvida, tu referente es el bicampeón de Europa, no el Barça.",Negativo
"Recordar es vivir ,grande la pulga #Messi ! 👇👏👏 https://t.co/K4ve80QaO1",Positivo
Que bonitas las mujeres que usan la playera del Barça porque le van al Barça,Positivo
@danynft @PablinRMCF @_Aldii_B Se te olvidó campeón mundial y campeón con Argentina en las otras competencias de selección. Un dios donde sea q juegue con o sin Barça,Positivo
"@FCBarcelona_es Felicidades Lio, buena trayectoria profesional #messi",Positivo
Creo que hasta yo destacaría entre los convocados por el Barça para enfrentar al Espanyol. 😅,Positivo
"🎶🎵🎶🎵¡¡Volver a ganar un Europa League, que solo soy feliz con el Atleti de Madrid. Poner la dirección rumbo hacia Lyon, volver a ser Campeones y cantar el alirón!! 🎶🎵🎶🎵",Positivo
"Ves la televisión, lees la prensa deportiva, escuchas la radio, sales a la calle...Y parece que el equipo al que le queda la única carta de la Champions, es al BARÇA. Cada día que pasa, más alucino con el personal",Negativo
Que poco habéis tardado @diarioas... NO CONSUMAN 🚫📰 #Atleti https://t.co/3OEmm19Kgd,Negativo
"@juanfrancmadrid Ser de izquierdas o derechas es como ser del Barça o del Madrid; o sea, cosas de gilipollas; hay que ser una persona",Negativo
Quiero el conjunto del barca no puede estar tan bueno lpm,Positivo
"@walter_garcia_ El Psg, la misma banda que ha eliminado el Barca 20 veces, el Madrid ayer, y las que les quedan. La prensa española lleva convirtiéndoles en los Globbetrotters ni se sabe, o cobran del Fakir, o me lo expliquen.",Negativo
"@josevcf @esports977 @Generaldepie_ @julioinsadji @Dani_Merono @EsportsCVRadio @ManoloMontalt @salvafolgado Tranquilos, @antena3com no hará ningún partido del @valenciacf. Sólo retransmite a Madrid y Barça",Negativo
"@WinningEleven_3 @FCBarcelona @realmadrid Hola,Es que tiene mucha gracia XD, eres del ROBALONA, adios",Positivo
@DonAitoor El Barça ayer tuvo que poner la foto de Coutinho o quien fuese con un emoticono. Nuestros CM no tienen huevos,Negativo
"@chano_suarex @titomartin67 @GranCanariaCB @lokobasket Llevamos 55 años de historia y 1 titulo y cuatro finales. Si hacemos cuentas y quitamos a madrid, barca, unicaja, valencia y baskonia. Solo nos quedan juventud y estudiantes en sus años gloriosos. El resto? Años aislados como el de Manresa.Nuestro proyecto está bien cimentado 1/2",Positivo
"@Miguel_RMadrid7 Clave en la 10 cuando el Dortmund nos apretaba,clave en la final de la 11 recuperando mas de 20 balones al Atleti,y clave en la 12 marcando el 2-1 a la Juve 
@Casemiro 
Casualmente no estaba en 2015,cuando la Juve nos mandó a casa",Positivo
"@PSPlusES @BarcelonaFC @ChelseaFC #PorraPlus 
Barça 2 chelsea 3 y yo tan contento.
Chelseeeaaaaa!!!!",Positivo
"@adolfmendos @diarioas Yo le voy al Barca, y queria que ganara el Madrid. por la rata asquerosa de neymar",Negativo
"La niña más inteligente de una de mis clases le va al Madrid. La más fea de las 2 clases juntas, le va al Barça.

¿Quién dice que las nuevas generaciones vienen raras? Todo normal con esta.",Negativo
"Parece un chiste que se juegue la Supercopa de Cataluña justo en el medio de la temporada cuando el Barça esta peleando por todo. Que no juegan los titulares sí, pero aún así me resulta una perdida de tiempo.",Negativo
"@imaetxega Ajajajaja, uno escribe y otro entrena al Atleti😉",Positivo
@Rocu_dan Estos borreguitos se creen TODO lo que les vende la CENTRAL LECHERA. Que no se dan cuenta que el Barça es LIDER en LIGA y está vivo en las tres COMPETICIONES. https://t.co/sUfZti2MWK,Negativo
@alexcarmona4 El Madrid en Europa se junta con tres factores buena plantilla suerte y favores arbitrales sumando esto es normal tener éxitos. El Atleti se junta con tres factores plantilla corta mala suerte y ninguna ayuda arbitral sí sumas todo esto el éxito es tener éxito como lo tiene,Negativo
"@alfredoduro1 Callate gordo. Que solo habeis pasado de octavos. A15 del Barça y fuera de la copa. No saques tanto pecho, que luego te las comes dobladas. Aunque eso no es problema para ti",Negativo
Neyma dejó el Barça por envidia pues messi era e será mientras juegue mejor que el. Dicho estoen el P C G será uno más al tiempo juega en una Liga de segunda. Su próximo destino será el Madrid y fracasará del todo eso le pasa a todos los peseteros como el y su padre,Negativo
En fin ... Hablemos de cosas lindas e interesantes como que el barça juega hoy ❤💙,Positivo
"Hoy se juega la #SupercopaCAT ... si en Catalunya los medios fuesen todos pro Espanyol y Catalunya fuese Argentina, hoy se estaría diciendo que de perder este derbi la Liga del Barça quedaría en un segundo plano. Pero tranquilos q no pasa, el récord de estupidez es solo argentino",Negativo
Muy contento de volver a entrenar con el equipo y con buenas sensaciones. #aicardo2 #fcbarcelona🔴🔵 #mañanamasymejor https://t.co/ulfagK3sOx,Positivo
"Y VOLVER A GANAR UNA EUROPA LEAGUE, QUE SOLO SOY FELIZ CON EL ATLETI DE MADRID...

PONER LA DIRECCION RUMBO HACIA LYON, VOLVER A SER CAMPEONES Y CANTAR EL ALIRÓN...

#Atleti #VamosAtleti #AúpaAtleti https://t.co/ctZFGTH5IL",Positivo
"@diarioas JAJAJAJAJAJAJA, me río del Barça, se lo tragaron entero, pero claro...no lo van a decir, ya les hubiese gustado que perdieran, pero él mejor equipo del mundo les dio una lección de cómo se juega en Europa, pura envidia !! 🇪🇸🤣😆🤪",Negativo
@As_TomasRoncero @diarioas El mejor fue el de barca - Psg con 6 - 1 jajaja,Positivo
"@Nirri19 @CercaniasMadrid Del Atleti fijo, estará pasando un mal día jajajajajaj",Positivo
"Que venga Arthur me tiene más emocionado que cualquier otro fichaje que llegue, más que Griezmann. Es perfecto para nuestro juego más las ganas que tiene de jugar ya en el Barça 🔵🔴",Positivo
Me ha gustado un vídeo de @YouTube (https://t.co/f52V3WNuX5 - Noche de emociones en la remontada histórica del Barça).,Positivo
La 'rajada' de un ex objetivo del Barça sobre Emery y el jeque https://t.co/8oXS0aprS7,Negativo
"#Deportes ➡️ Hace 17 años, Messi por primera vez se puso la del Barça: El club blaugrana publicó un video muy especial para celebrar los primeros pasos de Lionel en la institución catalana Hace 17 años, Lionel Messi comenzaba a hacer de… https://t.co/xFHPdToMsd ⬅️ #Entérate https://t.co/kXksLJEK3i",Positivo
@marcmarquez93 @3gerardpique @SergiRoberto10 @JordiAlba @miguelruizfcb @SChecoPerez @FCBarcelona Si pagárais las deudas.....? Tendremos los Españoles aseguradas las pensiones. Viva España.,Positivo
"Sin embargo el balance de Ligas va ser 3-1 para el Barça, el torneo de la regularidad donde pesa más la plantilla que en Champions

Pero para poder seguir con la crítica, asumiendo el discurso de que solo cuenta la Champions

Pd: es súper responsable Paulinho de esos 4 años sí https://t.co/Bya3SxLjmj",Positivo
"Ya Dani Alves ve al Madrid y se caga encima el cabron, se lo ha clavao en el Barça, en la Juve y ahora en el PSG 😁",Negativo
"Nuestra prensa en lugar de ser la prensa del Barça, es la del PSG y el  Real Madrid, increíble, que les den por viento a los dos equipos y que  les vaya lo peor posible",Negativo
@ALEX15vs @FCBarcelona_es @FCBarcelona Coño sin ampliar parecía un preso,Negativo
@SirDave_ @babyidontneeddo @AstroAndaSuelto @As_TomasRoncero Y 2014? No hablemos de ayudas arbitrales que la famosa remonta del barça al psg telita co  2 penaltis que sólo vio el árbitro y lo 6 penaltis que no pito obrevo en stamford bridge ah no espera que eso no cuenta no? Cállate gilipollas!!!,Negativo
re imaginaria su liga aguante el BARÇA hdp https://t.co/KuN22l7WUY,Negativo
"Desde la dirección hasta los actores el vídeo de The less i know the better está hecho por catalanes. Visca Barça, joder.",Positivo
"@APUESTASMLS @gran_culon @Zona_Blaugrana Entonces..esto,es por el Barça..no esta hablando del Alibaba Bernabéu..no? Aunque ponga Madrid..esta hablando del FCB!?🤔
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂jajajajaja jajajajaja https://t.co/YOSyKSI28g",Negativo
Me ha gustado un vídeo de @YouTube (https://t.co/uwZhvI4GtG - EL DIRECTO EN EL QUE DjMaRiiO USÓ LA CAMISETA DEL BARÇA).,Positivo
"@abc_es Eso ha sido obra del Dúo que dirige al @atleti, al ver el fracaso en las ventas de las camisetas con el logo",Negativo
"⚽ El valler César Ferrando és el nou entrenador de @cfnucia. Anteriorment ha entrenat a @Atleti @AlbaceteBPSAD @Academia_VCF @GandiaCF i, com no, @UETavernes. Competirà contra altre ilustre valler que ocupa la banqueta del @SillaCF: Ximo Enguix. #ValldignaEsports https://t.co/AwmNQwDYuT",Positivo
"EL DOMINGO VIAJAMOS para ver a nuestro @Atleti 

Salimos a las 12, ¿te quieres venir?

Cuenca -&gt; Madrid y plaza en el @Metropolitano 

¡Escríbenos hoy o mañana para apuntarte!

Mañana también vamos pero... ¡EL AUTOBÚS YA ESTÁ LLENO!

#AtletiLokomotiv",Positivo
"@LuisOmarTapia @IkerCasillas @ChampionsLeague el casillas que siempre salía goleado por el Barça, de eso no te acuerdas pinche canoso",Negativo
@pblmrcn Jajajaja y eso que soy del Barça... pero 👌🏼,Positivo
"¡OFICIAL!

#Juan #Cazares 🇪🇨 renueva con el #Atlético #Mineiro 🇧🇷 #FichajesYa 👁‍🗨

Mira la noticia completa aquí 👇
https://t.co/cGOGXtfchD",Positivo
"La ""rajada"" de un ex objetivo del Barça sobre Emery y el jeque https://t.co/nd6aEvKL0N",Negativo
"@LuisOmarTapia Y con él barca gano lo que quiso papi, salió del closet un madridista frustrado y anciano.",Negativo
"@jorgeshrug El barça siempre ha fichado caro y batido records (Maradona, Ronaldo etc) esto es normal cuando hay que revolucionar una plantilla. Lo que yo critico es haber destrozado la cantera y los Digne por 20, Gomes por 50 etc.",Negativo
"@AS_Manolete Usted habla de City, Barça, Juve o Tottenham que todavía no han conseguido su pase, y su soberbia considera que van a pasar los 4, que osado, usted es anti-madridista y eso es una enfermedad.",Negativo
"No soy Madridista, le voy al Barça (ojo y no es que soy el maaaas futbolero), pero entre meses de análisis y mi trabajo nuevo (que tiene una sección heavy de deportes) llegué a la conclusión (muy a mi pesar) de que si, Cristiano Ronaldo es el mejor jugador del mundo.",Positivo
"@ElGolazoDeGol @David74Sanchez @rodrigo_marciel @JaimeRodrigC Resulta que el partido lo perdió el PSG por la ausencia de Neymar,!!, si jugó en el partido devida y el Madrid ganó 3-1 ,...a no ser que no fue Neymar fue su hermana la que jugó...manda huevos , programa apesta antimadridimo !
...Dejar de falsedades y hablar del Barça y messi 👎",Negativo
Mucho Barça y femenino. Como me gusta aprender cosas nuevas. Moltes gràcies.🤩 Entrevista a Jordi Mestre.👉🏻 https://t.co/BM1nBcf9wM https://t.co/MaLoOhoSGZ,Positivo
"@Univ_Deportivo @El_Universal_Mx Yo nomás veo q rompe y rompe records y aun así los medios “serios”, solo se la maman a Messi y al Barça, por que será??? 🤔🤔🤔🤑🤔",Negativo
@antimadridiota @_Moroncito_ Solo te falta decir que el Barça mereció ganar la Champions 😂,Positivo
"@darf_14 Ahora hay una campaña por defender a André de como si fuera el mismo Xavi. ¡Por favor! Que se largue. No es un jugador para el Barça. Eventualmente anotará, o le dará una asistencia a Messi. Pero seguro hay algo mejor por la mitad de lo que él costó, o echar mano de la Masía.",Negativo
"@ociregul @scastle1977 A mí no me da vergüenza que sea del Atleti, me da vergüenza ajena él... Pobre diablo",Negativo
"@SC_ESPN El partidazo que se mandó contra el Barça, y que casi clava ese gol de tiro libre y que Valdez le sacó",Positivo
( Atletico_md ) La brutal exhibición de Koke en el rondo del entrenamiento https://t.co/16wKDiElVd #Atleti,Positivo
"¡¡Le robaron al @Atleti!!

Se metieron a una tienda del @Metropolitano como si fuera película de acción 😱
https://t.co/oyx5r0Fq4S",Negativo
@FCBarcelona El mejor del mundo👌😎,Positivo
@NostradamusFCB @janescorrea @Cerdido_ A este Dios de este competicion quitas sus actuaciones contra el Bayern en el Bernabeu (2 goles en fdj y contra el Atleti 1 en fdj) y ves que en su carrera solo determino contra el Wolfsburg..,Negativo
"Hace 17 años, Messi por primera vez se puso la del Barça https://t.co/ZjI27VAsm5 24/7 #Noticias #SLP https://t.co/NrpWwuB2By",Positivo
